SERIAL_NO=0
HW_VERSION=3.01
FW_VERSION=3.09
FLUSH,START,0,2023-08-21T13:01:05
FLUSH,STOP,0,2023-08-21T13:01:56
FLUSH,START,0,2023-08-21T13:01:58
FLUSH,STOP,0,2023-08-21T13:03:05
SAMPLE,START,2,2023-08-21T13:03:09
SAMPLE_VOL=102000
SAMPLE,STOP,2,2023-08-21T13:19:26
PRESERVE,START,2,2023-08-21T13:19:31
PRESERVE,STOP,2,2023-08-21T13:32:21
CLEANSE_CHAN,START,0,2023-08-21T13:32:33
CLEANSE_CHAN,STOP,0,2023-08-21T13:38:26	
