Feature ID	Taxon	Confidence	BLAST	PercentMatch	Notes
#q2:types	categorical	categorical	categorical	numerical	categorical
ca4626c7dc01d8ad43fd033a28b83c57	k__Metazoa; p__Chordata; c__Actinopteri; o__Gobiiformes; f__Gobiidae; g__Clevelandia; s__ios	0.999999988830254	Clevelandia ios	99.4	
3cd4557eed29f83930b9f257f9dc919d	k__Metazoa; p__Chordata; c__Actinopteri; o__Clupeiformes; f__Engraulidae; g__Engraulis; s__mordax	0.9999999999594	Engraulis mordax	100	
b88062c233de4432e53e6ebfbfe05c44	k__Metazoa; p__Chordata; c__Actinopteri; o__Perciformes; f__Liparidae; g__Liparis	0.999971636621212	Liparis sp.	98	
e6d24e5de951753ccc14f0cdc3901a50	k__Metazoa; p__Chordata; c__Actinopteri; o__Perciformes; f__Sebastidae	0.999999566042964	Sebastes sp.	100	
742745c807b13cb5ec15c38daf14b907	k__Metazoa; p__Chordata; c__Actinopteri; o__Perciformes; f__Sebastidae; g__Sebastes	0.999787698771941	Sebastes sp.	100	
82b8dfc4213f5447f2dd03d54d6cd988	k__Metazoa; p__Chordata; c__Actinopteri; o__Perciformes; f__Cottidae; g__Oligocottus; s__maculosus	0.973166136637328	Leiocottus hirundo	90	
bbbbbbbddb3bc4edac0017e4e7b79de1	k__Metazoa; p__Chordata; c__Actinopteri; o__Clupeiformes; f__Clupeidae; g__Alosa; s__sapidissima	0.996060680578484	Alosa pseudoharengus	99.4	
4bcfe9e5819f4367cb16e64939556d48	k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Ovis; s__aries	0.847035421589341	Ovis aries	100	
2dab3068cb6092ddac37141ccf003888	k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Canidae; g__Canis; s__lupus familiaris	0.990252742472648	Canis lupus familiaris	100	
e78ec55fe87287ffbd7bb5a951d66260	k__Metazoa; p__Chordata; c__Actinopteri; o__Perciformes; f__Hexagrammidae; g__Oxylebius; s__pictus	0.996992536372871	Oxylebius pictus	100	
04ca853e6db400c11f5a4cdc290564dc	k__Metazoa; p__Chordata	1	Epeorus bifurcatus	83	Mayfly
b02f9ddcc57e5999dd7eacbfc286dfdb	k__Metazoa; p__Chordata; c__Actinopteri; o__Perciformes; f__Cottidae	0.924060918864435	Myoxocephalus aenaeas	99.2	
6f17dcda73a97a0a67e4a99eae5805a7	k__Metazoa; p__Chordata	1	No match		
91f00a826ea34891d45b1f4734b4e5f2	k__Metazoa; p__Chordata; c__Actinopteri; o__Perciformes; f__Cottidae; g__Clinocottus; s__acuticeps	0.99999999999946	Clinocottus acuticeps	100	
4e90c0533aaaa7cdf79c415393cd0131	k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Castoridae; g__Castor; s__canadensis	0.999998518541876	Castor canadensis	100	
ca832836a6d3779b8567fe51ae91f448	k__Metazoa; p__Chordata; c__Actinopteri; o__Perciformes; f__Agonidae	0.999999796546656	Bathyagonus infraspinatus	99.4	
0e8c333b11e9b1808664fcd2f3ea876d	k__Metazoa; p__Chordata; c__Actinopteri; o__Perciformes; f__Liparidae; g__Liparis	0.977190192616971	Liparis sp.	100	
670e024b555a50f7d9f04b9365faedc5	k__Metazoa; p__Chordata; c__Aves; o__Anseriformes; f__Anatidae; g__Anas; s__zonorhyncha	0.999894886421495	Bucephala albeola	100	bufflehead
95489e32db8db7b3cf979ede37d0ee1d	k__Metazoa; p__Chordata	1	No match		
c2366637694baa3e3d236c6269221e37	k__Metazoa; p__Chordata	0.999999999999999	Epeorus bifurcatus	83	
581c5adab48affa2978709fb3dd922a8	k__Metazoa; p__Chordata; c__Actinopteri	0.99947773054536	Rhinogobiops nicholsii	100	Pacific goby
3b23e9d30ce7c158a640c482f4a97db8	k__Metazoa; p__Chordata	0.999999999999997	No match		
5af605dd46fac543e0d15b4c8ac4c1e3	k__Metazoa; p__Chordata	0.999999999999998	No match		
3b17a3ad0d4ab16978e2add435feaecb	k__Metazoa; p__Chordata; c__Actinopteri; o__Perciformes; f__Percidae; g__Perca; s__sp. BD-2002	0.996803567965572	Perca flavescens	100	
c54ebf5c5771ac873c426e88708393a0	k__Metazoa; p__Chordata; c__Actinopteri	0.999983220836795	Atherinops affinis	100	Pacific silverside
c5acec062c0395c23de4fffc39c10889	k__Metazoa; p__Chordata; c__Actinopteri; o__Perciformes; f__Cottidae; g__Cottus; s__beldingii	0.894146526592914	Cottus asper	98	
1b4a75da0abab4f39b4d32dd8a931a9e	k__Metazoa; p__Chordata; c__Actinopteri; o__Perciformes; f__Stichaeidae; g__Phytichthys; s__chirus	0.986838887318924	Phytichthys chirus	98.1	
