SERIAL_NO=0
HW_VERSION=3.01
FW_VERSION=3.09
FLUSH,START,0,2023-08-11T10:46:00
FLUSH,STOP,0,2023-08-11T10:47:32
FLUSH,START,0,2023-08-11T10:47:32
FLUSH,STOP,0,2023-08-11T10:48:40
SAMPLE,START,1,2023-08-11T10:48:42
SAMPLE_VOL=6000
SAMPLE,STOP,1,2023-08-11T11:01:45
PRESERVE,START,1,2023-08-11T11:02:24
PRESERVE,STOP,1,2023-08-11T11:04:25
CLEANSE_CHAN,START,0,2023-08-11T11:04:28
CLEANSE_CHAN,STOP,0,2023-08-11T11:13:10	
