SERIAL_NO=0
HW_VERSION=3.01
FW_VERSION=3.09
FLUSH,START,0,2023-08-21T11:33:18
FLUSH,STOP,0,2023-08-21T11:34:50
FLUSH,START,0,2023-08-21T11:34:50
FLUSH,STOP,0,2023-08-21T11:35:58
SAMPLE,START,2,2023-08-21T11:36:05
SAMPLE_VOL=66000
SAMPLE,STOP,2,2023-08-21T11:47:20
PRESERVE,START,2,2023-08-21T11:47:31
PRESERVE,STOP,2,2023-08-21T11:50:34
CLEANSE_CHAN,START,0,2023-08-21T11:50:34
CLEANSE_CHAN,STOP,0,2023-08-21T11:59:17	
